O,0,15977,41888
O,1,38656,44102
O,2,53119,75945
O,3,65572,19441
O,4,56888,13486
O,5,92359,26077
O,6,26785,58151
O,7,48685,18044
O,8,36768,80389
O,9,6476,73886
O,10,49963,58103
O,11,68976,9651
O,12,28676,59619
O,13,68559,76054
O,14,40449,63882
O,15,98087,63716
O,16,51117,53458
O,17,24539,72642
O,18,32864,67338
O,19,51663,13405
O,20,65486,50423
O,21,99461,77485
O,22,35417,99366
O,23,28548,73699
O,24,12288,23902
O,25,24307,69729
O,26,65664,62340
O,27,67274,60614
O,28,661,76996
O,29,82418,79051
O,30,49331,98555
O,31,5102,87822
O,32,53960,4215
O,33,7379,77661
O,34,92174,99236
O,35,85574,73095
O,36,55534,2935
O,37,42456,53546
O,38,61173,25710
O,39,54334,31613
O,40,59985,18541
O,41,70957,72487
O,42,28460,78403
O,43,62438,47499
O,44,29402,59816
O,45,72314,63896
O,46,35749,3245
O,47,74346,85637
O,48,23765,97141
O,49,73421,96932
O,50,44166,15274
O,51,18470,80803
O,52,48567,16544
O,53,93975,94196
O,54,70337,36431
O,55,27871,78458
O,56,64701,43146
O,57,96127,89124
O,58,29665,69217
O,59,63254,30881
O,60,87943,76750
O,61,77689,80616
O,62,65565,29131
O,63,68932,25404
O,64,63517,29006
O,65,12803,62493
O,66,35073,3611
O,67,41636,12689
O,68,79822,10597
O,69,16090,86089
O,70,77897,62566
O,71,42857,43921
O,72,10580,23950
O,73,75572,71137
O,74,23304,29778
O,75,18240,98255
O,76,11924,4293
O,77,79287,14851
O,78,21037,610
O,79,24086,48609
O,80,39731,38336
O,81,43214,58620
O,82,93497,59920
O,83,78598,32309
O,84,78693,87389
O,85,15420,10122
O,86,88698,92375
O,87,30314,45601
O,88,25358,67646
O,89,80079,27712
O,90,5001,26484
O,91,14694,10979
O,92,99080,92250
O,93,55718,72680
O,94,48639,5513
O,95,20920,72779
O,96,99975,80533
O,97,77801,76991
O,98,83935,97916
O,99,81654,5520
O,100,55589,68900
O,101,99712,41506
O,102,63438,70525
O,103,64886,99746
O,104,64226,47664
O,105,6541,77563
O,106,77199,76838
O,107,29248,94462
O,108,70488,6170
O,109,5139,38644
O,110,71541,37783
O,111,78613,54062
O,112,49092,72189
O,113,48632,85852
O,114,38282,44428
O,115,35079,23677
O,116,41016,48173
O,117,68976,9853
O,118,61255,50597
O,119,39261,31125
O,120,24039,69669
O,121,87615,80431
O,122,3634,44663
O,123,19721,66166
O,124,84449,32888
O,125,23248,94579
O,126,42459,42127
O,127,93863,11650
O,128,1360,48108
O,129,10564,892
O,130,93938,2994
O,131,59636,29142
O,132,52969,60988
O,133,87970,80056
O,134,51779,98363
O,135,72693,9928
O,136,57626,82186
O,137,11589,16242
O,138,87348,31156
O,139,95313,22244
O,140,97346,85497
O,141,99776,51669
O,142,58140,30411
O,143,67987,84091
O,144,21835,4174
O,145,12382,79628
O,146,24680,98517
O,147,10554,74719
O,148,25679,30115
O,149,33426,79537
O,150,97100,39050
O,151,53172,90196
O,152,1493,35819
O,153,95599,21566
O,154,89985,7490
O,155,85547,38778
O,156,73133,35031
O,157,86755,51300
O,158,12326,60258
O,159,50875,56563
O,160,20592,15278
O,161,15916,95674
O,162,15206,70432
O,163,40544,19918
O,164,72731,23437
O,165,7787,72329
O,166,89111,49014
O,167,82010,82795
O,168,15923,12134
O,169,47550,61955
O,170,83479,69247
O,171,56482,91300
O,172,94936,92142
O,173,66353,6466
O,174,5437,71724
O,175,27984,49123
O,176,90796,64293
O,177,96764,54093
O,178,78015,76952
O,179,29388,65645
O,180,63107,71321
O,181,20011,65938
O,182,19572,19267
O,183,11103,90492
O,184,91897,11981
O,185,49609,48737
O,186,92128,21950
O,187,79468,54991
O,188,70209,61928
O,189,67088,89872
O,190,51127,23231
O,191,49269,97001
O,192,91554,8333
O,193,56559,19288
O,194,59112,61424
O,195,84274,80149
O,196,76657,71281
O,197,58674,83794
O,198,80347,64141
O,199,42614,43467
O,200,94798,91726
O,201,45859,7034
O,202,50000,58106
O,203,94392,51529
O,204,55122,98255
O,205,15810,99185
O,206,42538,61476
O,207,86553,98056
O,208,57339,90837
O,209,60518,67685
O,210,11548,88752
O,211,84285,39722
O,212,37974,11928
O,213,18350,9152
O,214,51168,8784
O,215,96138,68802
O,216,21338,64430
O,217,1086,72461
O,218,49438,16807
O,219,52730,32765
O,220,29194,95626
O,221,8463,23956
O,222,81073,53803
O,223,43706,67729
O,224,54853,74441
O,225,20899,5458
O,226,229,37427
O,227,11062,88680
O,228,3127,79545
O,229,19094,19405
O,230,20388,54178
O,231,98008,32991
O,232,35852,5361
O,233,32731,79879
O,234,95016,99011
O,235,85263,31141
O,236,15792,49987
O,237,25174,78544
O,238,46392,47922
O,239,29008,29932
O,240,68942,17088
O,241,64874,33489
O,242,65830,76604
O,243,27488,87161
O,244,37382,38547
O,245,88756,86290
O,246,30228,77519
O,247,53823,55238
O,248,56725,26745
O,249,77770,18522
O,250,56675,27039
O,251,661,45447
O,252,61046,62109
O,253,57903,95849
O,254,56432,69210
O,255,63074,9115
O,256,67553,67919
O,257,9130,42714
O,258,13391,3434
O,259,19324,20792
O,260,53406,64029
O,261,54332,93791
O,262,84322,28244
O,263,98212,65268
O,264,38133,89090
O,265,38438,17685
O,266,89575,33604
O,267,97595,72737
O,268,79608,28950
O,269,74212,59693
O,270,30594,4556
O,271,43354,63124
O,272,67334,54059
O,273,42445,6984
O,274,49593,30018
O,275,70711,66978
O,276,84274,56147
O,277,84361,4095
O,278,77865,40184
O,279,42635,34100
O,280,51305,54036
O,281,5510,92298
O,282,86978,37493
O,283,76872,47213
O,284,10324,54780
O,285,38816,76111
O,286,22614,82496
O,287,48854,93012
O,288,65675,77431
O,289,39631,807
O,290,55330,84848
O,291,9417,1632
O,292,32542,90720
O,293,41567,37950
O,294,11076,13830
O,295,42346,49173
O,296,75088,98763
O,297,88945,57114
O,298,38904,79327
O,299,7123,27664
O,300,57936,86267
O,301,46729,80867
O,302,79442,17919
O,303,22216,3405
O,304,10727,55968
O,305,78574,73557
O,306,44742,68780
O,307,711,96352
O,308,7908,62839
O,309,44234,5515
O,310,33574,81469
O,311,11668,89068
O,312,46685,84599
O,313,57492,12951
O,314,23393,65160
O,315,19276,79618
O,316,6687,49016
O,317,69553,40152
O,318,7863,69940
O,319,96592,50518
O,320,83793,92735
O,321,41018,79430
O,322,57756,85367
O,323,32346,15976
O,324,79954,64382
O,325,22870,85298
O,326,85488,66402
O,327,93439,67256
O,328,82112,66668
O,329,68355,21368
O,330,89455,7774
O,331,7385,82319
O,332,83820,35419
O,333,52803,4830
O,334,49381,34534
O,335,57649,81984
O,336,46006,66493
O,337,60856,4156
O,338,36173,27021
O,339,46880,53471
O,340,34877,75540
O,341,96682,58686
O,342,90872,83173
O,343,93309,32512
O,344,93073,96614
O,345,42922,23616
O,346,25591,9377
O,347,63171,62030
O,348,20846,93419
O,349,44887,13078
O,350,47000,33222
O,351,36856,89526
O,352,54753,14314
O,353,19135,11447
O,354,64600,35358
O,355,6914,82143
O,356,36552,97803
O,357,55284,40860
O,358,58611,80653
O,359,8228,9731
O,360,39036,22648
O,361,1417,95285
O,362,61122,89121
O,363,71314,63413
O,364,31409,69511
O,365,86246,21383
O,366,43714,4389
O,367,91408,52497
O,368,36551,83828
O,369,1095,59427
O,370,35669,49252
O,371,87252,30842
O,372,93245,30700
O,373,51441,31485
O,374,79470,92642
O,375,25214,72312
O,376,74008,31592
O,377,66603,81157
O,378,20955,80188
O,379,48229,57048
O,380,76931,7809
O,381,18034,41866
O,382,29162,71109
O,383,66409,21433
O,384,55480,30285
O,385,57640,15229
O,386,40387,21029
O,387,37557,88617
O,388,48448,55662
O,389,43705,88281
O,390,74946,57891
O,391,34836,31287
O,392,57406,54163
O,393,26450,3971
O,394,91849,50603
O,395,16090,70906
O,396,28381,8361
O,397,12482,65111
O,398,50570,36713
O,399,99846,43943
O,400,66367,53697
O,401,48610,25062
O,402,30275,77605
O,403,1508,48616
O,404,42016,38128
O,405,59209,37627
O,406,18209,2871
O,407,3142,74558
O,408,56760,36206
O,409,62014,69635
O,410,97787,84727
O,411,97837,21327
O,412,11552,48868
O,413,17890,11987
O,414,86009,69082
O,415,46293,46097
O,416,23609,42400
O,417,59199,29515
O,418,64074,19019
O,419,18979,41489
O,420,94255,16654
O,421,16457,13375
O,422,96399,83204
O,423,79422,28684
O,424,97612,43638
O,425,26650,60962
O,426,43227,8282
O,427,49865,63162
O,428,28669,94048
O,429,59440,17126
O,430,21472,88130
O,431,59742,67291
O,432,85333,2602
O,433,54516,13842
O,434,35974,22901
O,435,75890,10602
O,436,50334,55331
O,437,85116,89836
O,438,93434,37728
O,439,92931,87023
O,440,38520,85056
O,441,24532,34528
O,442,87510,6323
O,443,42768,53236
O,444,94143,61020
O,445,15288,22934
O,446,8481,99898
O,447,14729,2652
O,448,80777,56794
O,449,15771,30290
O,450,42053,40324
O,451,81028,83182
O,452,26815,2850
O,453,7705,40148
O,454,37180,36907
O,455,75398,99187
O,456,59346,76344
O,457,81380,8844
O,458,36763,34818
O,459,23670,58014
O,460,37525,19924
O,461,4501,53379
O,462,8209,93926
O,463,39008,7106
O,464,8112,74830
O,465,40266,7812
O,466,98448,20409
O,467,97176,5833
O,468,19596,52560
O,469,12321,20940
O,470,3500,83766
O,471,41849,73884
O,472,53046,29369
O,473,48309,10612
O,474,48593,12416
O,475,5193,89350
O,476,13353,92226
O,477,63002,81881
O,478,34305,40781
O,479,67040,15424
O,480,3752,8430
O,481,43027,59285
O,482,34687,73283
O,483,84501,68034
O,484,26239,36982
O,485,10259,8451
O,486,88879,46948
O,487,35643,35167
O,488,62407,32358
O,489,4621,34232
O,490,72049,76342
O,491,24645,63371
O,492,57639,60294
O,493,43933,99369
O,494,47405,39280
O,495,39180,4643
O,496,64470,96623
O,497,16404,51241
O,498,8638,99328
O,499,9793,96958
O,500,30700,48675
O,501,10526,63878
O,502,16057,24324
O,503,59278,81441
O,504,48827,71229
O,505,18311,64729
O,506,78859,6434
O,507,17337,70689
O,508,75877,53562
O,509,82386,35
O,510,15774,35641
O,511,35515,44642
O,512,95975,5922
O,513,5157,67964
O,514,10296,78222
O,515,49056,47854
O,516,12628,56096
O,517,98789,89966
O,518,49926,5624
O,519,80060,12134
O,520,35050,70754
O,521,75147,67459
O,522,97674,43978
O,523,71896,66456
O,524,41378,36146
O,525,94140,66953
O,526,35580,93359
O,527,62308,87316
O,528,33234,98652
O,529,24723,71879
O,530,65113,31073
O,531,6595,86153
O,532,1511,33042
O,533,10444,90437
O,534,80407,31733
O,535,44833,49936
O,536,22613,84186
O,537,74330,52855
O,538,86432,22926
O,539,40311,69388
O,540,22572,94449
O,541,74191,37271
O,542,15813,46051
O,543,44669,67682
O,544,37560,42960
O,545,58549,30585
O,546,99255,5686
O,547,22454,94381
O,548,23803,78470
O,549,46950,82178
O,550,2799,17229
O,551,8871,59490
O,552,8297,67534
O,553,90755,70041
O,554,83251,58577
O,555,27764,22633
O,556,60652,50865
O,557,15846,40368
O,558,41050,18453
O,559,24601,17290
O,560,19743,16231
O,561,75166,46878
O,562,60686,12703
O,563,99513,73331
O,564,98384,8426
O,565,11840,67256
O,566,9439,36293
O,567,63151,70439
O,568,51919,30425
O,569,48043,89508
O,570,44373,20530
O,571,4642,21216
O,572,42621,85584
O,573,35103,28594
O,574,7595,85000
O,575,50989,85856
O,576,77276,95630
O,577,86465,10240
O,578,5960,79600
O,579,47891,40558
O,580,98496,5469
O,581,23026,97126
O,582,57836,43027
O,583,29761,18351
O,584,89850,6255
O,585,12969,5593
O,586,28030,10727
O,587,80636,93460
O,588,48868,13265
O,589,85581,83372
O,590,38445,94573
O,591,85161,12160
O,592,27139,2687
O,593,41699,87409
O,594,7057,61361
O,595,68066,24445
O,596,81942,70265
O,597,87239,90630
O,598,56875,59675
O,599,9558,60263
O,600,54235,62469
O,601,65025,19486
O,602,44348,71042
O,603,35550,14729
O,604,54909,41821
O,605,38490,15735
O,606,38539,53527
O,607,55161,99669
O,608,79474,15455
O,609,30437,85000
O,610,43947,40020
O,611,18002,95159
O,612,29704,49723
O,613,87587,36083
O,614,84486,76016
O,615,81106,97127
O,616,24912,14057
O,617,1040,95348
O,618,40948,43895
O,619,9606,96698
O,620,62176,54202
O,621,72554,66586
O,622,30890,30820
O,623,34775,35414
O,624,85785,2104
O,625,86474,98862
O,626,1751,68246
O,627,7825,19996
O,628,8659,75149
O,629,20926,44887
O,630,9197,27427
O,631,26184,94796
O,632,94549,10753
O,633,96233,96261
O,634,69381,35234
O,635,48032,87810
O,636,487,1897
O,637,8166,98585
O,638,11833,65697
O,639,42189,84474
O,640,54315,77186
O,641,78015,22416
O,642,53704,19462
O,643,31398,54182
O,644,28701,10308
O,645,31693,71773
O,646,7534,37044
O,647,79536,46673
O,648,11487,4542
O,649,49921,7097
O,650,67944,55119
O,651,2218,25874
O,652,75447,7893
O,653,64232,92484
O,654,74604,16257
O,655,62720,4375
O,656,86454,54232
O,657,12447,21762
O,658,10685,5978
O,659,96901,82967
O,660,18597,57695
O,661,42170,96193
O,662,95784,38332
O,663,85134,998
O,664,96377,35386
O,665,8098,45859
O,666,34522,96594
O,667,63236,71539
O,668,43289,85508
O,669,62149,41483
O,670,92245,34935
O,671,13060,4881
O,672,83208,4669
O,673,544,86923
O,674,7000,42278
O,675,49905,75138
O,676,7676,73001
O,677,35258,82239
O,678,44293,5733
O,679,83810,21737
O,680,84169,26907
O,681,14610,92130
O,682,13874,85751
O,683,38855,32884
O,684,31485,61830
O,685,25550,24042
O,686,60704,91922
O,687,46342,13821
O,688,43830,94776
O,689,5688,14123
O,690,93530,73240
O,691,11530,18744
O,692,37313,30325
O,693,34720,62863
O,694,21541,69838
O,695,6071,38849
O,696,19440,85532
O,697,51699,94526
O,698,91220,90539
O,699,78428,22502
O,700,89438,77905
O,701,54879,1673
O,702,71503,44736
O,703,12069,95679
O,704,60722,54021
O,705,39147,74401
O,706,48401,17912
O,707,81999,96863
O,708,9997,22386
O,709,93260,97244
O,710,32477,23334
O,711,50848,56302
O,712,34998,81290
O,713,66981,10731
O,714,29012,96384
O,715,62331,91776
O,716,73978,38229
O,717,18509,76767
O,718,7461,42756
O,719,27736,777
O,720,47696,76979
O,721,14946,53675
O,722,57000,87107
O,723,4913,60030
O,724,55493,95004
O,725,14732,2021
O,726,87434,2540
O,727,47861,41064
O,728,58524,40339
O,729,61951,10337
O,730,68882,71199
O,731,96035,28906
O,732,88803,16882
O,733,80035,4480
O,734,1053,44003
O,735,35852,6192
O,736,15721,1583
O,737,37873,40445
