O,0,83607,76437
O,1,24247,27523
O,2,77818,47763
O,3,83361,36174
O,4,90287,92348
O,5,47529,66471
O,6,16913,72587
O,7,82786,57125
O,8,49309,64886
O,9,39394,70252
O,10,51749,50600
O,11,57101,76723
O,12,79578,36636
O,13,38871,36589
O,14,38332,67560
O,15,40978,86035
O,16,41578,3957
O,17,99857,13729
O,18,22954,64071
O,19,95197,84817
O,20,30847,16827
O,21,7938,56744
O,22,86349,16652
O,23,49929,65672
O,24,312,77173
O,25,11032,46846
O,26,79149,22557
O,27,46995,8002
O,28,79733,41081
O,29,68608,28385
O,30,23803,9554
O,31,32042,53848
O,32,4851,52137
O,33,46143,75427
O,34,77187,93027
O,35,17789,86294
O,36,64202,24671
O,37,50574,86263
O,38,73970,55413
O,39,10533,10136
O,40,22770,13516
O,41,1526,84047
O,42,15753,99234
O,43,84770,87357
O,44,1888,88762
O,45,31535,14916
O,46,42649,56326
O,47,94948,74406
O,48,12548,12582
O,49,31363,60694
O,50,30776,19617
O,51,88430,81252
O,52,16534,55000
O,53,78767,37871
O,54,28178,36720
O,55,1303,40665
O,56,50311,8161
O,57,17635,42107
O,58,94820,55784
O,59,37198,23569
O,60,2244,86480
O,61,1438,76882
O,62,48727,14448
O,63,13261,15014
O,64,59683,95769
O,65,12144,81174
O,66,45672,63078
O,67,63039,75889
O,68,77497,33255
O,69,26288,38034
O,70,84668,59058
O,71,78662,1551
O,72,78956,22676
O,73,78791,1611
O,74,48831,86114
O,75,13661,55725
O,76,64309,13088
O,77,91639,99938
O,78,38662,48048
O,79,75103,59188
O,80,72762,45863
O,81,13043,44182
O,82,65352,53998
O,83,76495,54334
O,84,75171,91661
O,85,18188,9191
O,86,71719,20841
O,87,93079,59405
O,88,56234,97046
O,89,71925,43297
O,90,43891,81158
O,91,26795,87207
O,92,48189,57385
O,93,83412,40945
O,94,72471,40729
O,95,53621,28108
O,96,96420,73800
O,97,17474,60022
O,98,30250,93054
O,99,86010,8486
O,100,28289,27832
O,101,12872,33506
O,102,65417,14653
O,103,63897,34020
O,104,88465,94310
O,105,75310,80249
O,106,35247,49873
O,107,69420,98891
O,108,58940,98582
O,109,93965,18875
O,110,61533,97229
O,111,64349,48367
O,112,56774,67281
O,113,74096,78426
O,114,97806,39601
O,115,53891,84856
O,116,93371,74404
O,117,7960,99189
O,118,41898,28559
O,119,46922,47508
O,120,89808,38811
O,121,67857,18060
O,122,55082,29568
O,123,28991,65792
O,124,40164,8165
O,125,96875,65392
O,126,16213,95382
O,127,34892,77020
O,128,40398,10903
O,129,2057,89392
O,130,91338,66884
O,131,68559,28486
O,132,53348,81844
O,133,67639,9890
O,134,84134,61396
O,135,34773,9377
O,136,85597,36423
O,137,33277,48198
O,138,44612,73583
O,139,8363,42940
O,140,85603,42484
O,141,94230,93561
O,142,35850,63327
O,143,48668,46939
O,144,63148,24530
O,145,6268,42895
O,146,35775,24236
O,147,97383,45913
O,148,62018,56450
O,149,90791,17421
O,150,58773,96740
O,151,83883,74467
O,152,56814,4340
O,153,54549,95797
O,154,22056,78860
O,155,66153,8222
O,156,31760,63938
O,157,42211,72948
O,158,43936,45185
O,159,33372,29025
O,160,29561,51030
O,161,66200,75359
O,162,53038,98347
O,163,14213,28876
O,164,65381,48143
O,165,13605,60217
O,166,38315,99643
O,167,53562,18119
O,168,50931,87818
O,169,50460,6158
O,170,16002,79044
O,171,96030,35678
O,172,55904,25060
O,173,50953,15935
O,174,55294,77765
O,175,33804,45757
O,176,25332,16641
O,177,63313,61671
O,178,1613,92330
O,179,42834,61190
