O,0,73977,15074
O,1,28248,86342
O,2,98269,67463
O,3,84397,96012
O,4,43910,47722
O,5,68116,12783
O,6,64368,77084
O,7,78122,28810
O,8,55857,35548
O,9,15783,92977
O,10,62876,39496
O,11,96086,7221
O,12,40949,82250
O,13,59432,37534
O,14,70405,66277
O,15,11489,97030
O,16,81710,4005
O,17,56199,62715
O,18,53297,84154
O,19,91405,97662
O,20,87532,87258
O,21,66554,32394
O,22,94418,29329
O,23,87630,69725
O,24,5910,64154
O,25,64416,91133
O,26,15552,14168
O,27,90940,12119
O,28,76769,18410
O,29,88461,93829
O,30,55854,42975
O,31,64501,36106
O,32,77662,94580
O,33,56415,21637
O,34,50823,90095
O,35,99170,27448
O,36,2857,11548
O,37,50092,75684
O,38,32172,37628
O,39,13678,21040
O,40,36528,78614
O,41,35764,7364
O,42,26544,36842
O,43,95544,38903
O,44,60570,78662
O,45,12332,15376
O,46,76606,53734
O,47,40455,47773
O,48,95303,62678
O,49,44443,63141
O,50,91219,82605
O,51,4958,61791
O,52,89226,31606
O,53,29560,66266
O,54,50153,63883
O,55,32045,53682
O,56,96204,37656
O,57,65719,53132
O,58,21525,3562
O,59,78449,68400
O,60,82947,60270
O,61,46802,13966
O,62,24103,22588
O,63,2911,83939
O,64,37186,21552
O,65,82568,29531
O,66,58527,74718
O,67,44668,87474
O,68,69702,95731
O,69,67091,5685
O,70,563,35208
O,71,51087,79955
O,72,47212,92907
O,73,55550,4677
O,74,47370,73428
O,75,63500,44689
O,76,84921,36787
O,77,55049,45710
O,78,81811,27000
O,79,44827,4806
O,80,52937,71772
O,81,88041,28515
O,82,14165,61844
O,83,54954,45578
O,84,52023,85078
O,85,21455,46789
O,86,1235,43793
O,87,63087,8542
O,88,66710,5124
O,89,68096,44447
O,90,29650,25709
O,91,82937,53845
O,92,27249,45407
O,93,14034,75466
O,94,14147,83109
O,95,32988,68973
O,96,47811,58186
O,97,25922,75492
O,98,90370,22637
O,99,24011,67031
O,100,83807,66256
O,101,87349,91506
O,102,20686,91940
O,103,38410,42187
O,104,21697,31414
O,105,52656,7219
O,106,77336,10468
O,107,37572,20445
O,108,80446,95614
O,109,52377,58323
O,110,70678,6971
O,111,45497,41221
O,112,1615,20648
O,113,41336,55815
O,114,34652,20446
O,115,89173,42510
O,116,52513,50983
O,117,16513,50355
O,118,69747,33794
O,119,77199,72849
O,120,36284,70971
O,121,52393,63291
O,122,15708,61750
O,123,57038,16499
O,124,29831,81890
O,125,81430,57311
O,126,68396,53409
O,127,2239,34522
O,128,94153,98756
O,129,41910,49920
O,130,76427,52579
O,131,40759,72973
O,132,10277,70022
O,133,54211,94295
O,134,25756,9777
O,135,82209,33820
O,136,79789,61031
O,137,24387,27451
O,138,78118,83532
O,139,9551,93857
O,140,86255,48374
O,141,68408,25545
O,142,43052,75905
O,143,80806,30481
O,144,87733,4717
O,145,74647,19736
O,146,89848,35854
O,147,52172,53842
O,148,46526,49173
O,149,71868,60327
O,150,46531,20918
O,151,70019,30630
O,152,78857,58949
O,153,5987,49400
O,154,50892,18221
O,155,55466,8682
O,156,36296,96969
